assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
118807418,22699516,Phylloscartes ceciliae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Phylloscartes,ceciliae,,,,"Teixeira, 1987",Critically Endangered,C2a(i),3.1,Decreasing,Global
118809755,22705708,Cyanocorax coeruleus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Cyanocorax,coeruleus,,,,"(Vieillot, 1818)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
118816985,22701577,Herpsilochmus pectoralis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Herpsilochmus,pectoralis,,,,"Sclater, 1857",Vulnerable,"B2ab(i,ii,iii,iv,v); C2a(i)",3.1,Decreasing,Global
118846766,22722136,Conothraupis mesoleuca,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Conothraupis,mesoleuca,,,,"(Berlioz, 1939)",Endangered,A3c,3.1,Decreasing,Global
118863419,22686014,Touit huetii,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Touit,huetii,,,,"(Temminck, 1830)",Vulnerable,A3c,3.1,Stable,Global
118900498,22701439,Myrmotherula klagesi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Myrmotherula,klagesi,,,,"Todd, 1927",Vulnerable,A3c+4ac,3.1,Decreasing,Global
118904437,22735464,Cnipodectes superrufus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Cnipodectes,superrufus,,,,"Lane, Servat, Valqui & Lambert, 2007",Vulnerable,C2a(i),3.1,Increasing,Global
118954406,22686374,Amazona vinacea,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Amazona,vinacea,,,,"(Kuhl, 1820)",Endangered,C2a(i),3.1,Decreasing,Global
118968809,22686288,Amazona rhodocorytha,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Amazona,rhodocorytha,,,,"(Salvadori, 1890)",Vulnerable,"B2ab(i,ii,iii,iv,v); C2a(i)",3.1,Decreasing,Global
119065682,22700900,Xipholena atropurpurea,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,COTINGIDAE,Xipholena,atropurpurea,,,,"(Wied, 1820)",Vulnerable,"B2ab(i,ii,iii,iv,v); C2a(i)",3.1,Decreasing,Global
119070155,22724274,Anumara forbesi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Anumara,forbesi,,,,"(Sclater, 1886)",Endangered,"B2ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
119113473,22735491,Hypocnemis ochrogyna,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Hypocnemis,ochrogyna,,,,"Zimmer, 1932",Vulnerable,A2c,3.1,Decreasing,Global
119209742,103661238,Scytalopus gonzagai,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHINOCRYPTIDAE,Scytalopus,gonzagai,,,,"Nachtigall Maurício, Belmonte-Lopes, Pacheco, Silveira, Whitney &amp; Bornschein, 2014",Endangered,"B1ab(ii,iii,v)+2ab(ii,iii,v); C2a(ii)",3.1,Decreasing,Global
119211517,103728087,Cyanocorax hafferi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Cyanocorax,hafferi,,,,"Cohn-Haft, Santos, Fernandes &amp; Ribas, 2013",Near Threatened,B2b(ii),3.1,Decreasing,Global
119211827,103818207,Sporophila beltoni,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Sporophila,beltoni,,,,"Repenning &amp; Fontana, 2013",Vulnerable,C2a(ii),3.1,Decreasing,Global
119333622,3897,Caretta caretta,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,CHELONIIDAE,Caretta,caretta,,,,"(Linnaeus, 1758)",Vulnerable,A2b,3.1,Decreasing,Global
119410693,22687402,Thalurania watertonii,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Thalurania,watertonii,,,,"(Bourcier, 1847)",Endangered,"B2ab(ii,iii,v); C2a(i)",3.1,Decreasing,Global
119431453,22700705,Laniisoma elegans,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TITYRIDAE,Laniisoma,elegans,,,,"(Thunberg, 1823)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
119453206,22723036,Charitospiza eucosma,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Charitospiza,eucosma,,,,"Oberholser, 1905",Near Threatened,A2cd+3cd+4cd,3.1,Decreasing,Global
119488957,22722537,Tangara cyanoptera,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Tangara,cyanoptera,,,,"(Vieillot, 1817)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
119636610,119090934,Phoenicagrion ibseni,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Phoenicagrion,ibseni,,,,"Machado, 2010",Endangered,B1ab(iii),3.1,Unknown,Global
120039338,120037654,Metaleptobasis amazonica,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Metaleptobasis,amazonica,,,,"Sjöstedt, 1918",Vulnerable,B1ab(iii),3.1,Unknown,Global
120039353,120037673,Minagrion caldense,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Minagrion,caldense,,,,"Santos, 1965",Vulnerable,B1ab(iii),3.1,Unknown,Global
120039398,120038159,Roppaneura beckeri,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Roppaneura,beckeri,,,,"Santos, 1966",Critically Endangered,"B2ab(i,ii,iii)",3.1,Unknown,Global
120047013,120046888,Perilestes minor,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PERILESTIDAE,Perilestes,minor,,,,"Williamson &amp; Williamson, 1924",Endangered,B1ab(iii),3.1,Unknown,Global
120071575,120071255,Perissolestes aculeatus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PERILESTIDAE,Perissolestes,aculeatus,,,,"Kennedy, 1941",Vulnerable,B1ab(iii),3.1,Unknown,Global
120129553,135874,Anomaloglossus kaiei,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Anomaloglossus,kaiei,,,,"(Kok, Sambhu, Roopsind, Lenglet &amp; Bourne, 2006)",Endangered,B1ab(iii),3.1,Stable,Global
121725532,41540,Aotus nancymaae,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,AOTIDAE,Aotus,nancymaae,,,,"Hershkovitz, 1983",Vulnerable,A2cd+3cd+4cd,3.1,Decreasing,Global
123740227,15181448,Phalotris lativittatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Phalotris,lativittatus,,,,"Ferrarezzi, 1993",Near Threatened,B2ab(iii),3.1,Unknown,Global
123740392,203561,Rodriguesophis scriptorcibatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Rodriguesophis,scriptorcibatus,,,,"(Rodrigues, 1993)",Endangered,B1ab(iii),3.1,Decreasing,Global
123791436,15953,Panthera onca,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Panthera,onca,,,,"(Linnaeus, 1758)",Near Threatened,A2cd,3.1,Decreasing,Global
123792204,17978,Pontoporia blainvillei,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,PONTOPORIIDAE,Pontoporia,blainvillei,,,,"(Gervais &amp; d'Orbigny, 1844)",Vulnerable,A3d,3.1,Decreasing,Global
124451161,60199,Mobula tarapacana,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MOBULIDAE,Mobula,tarapacana,,,,"(Philippi, 1892)",Endangered,A2bd+3d,3.1,Decreasing,Global
124451622,60200,Mobula thurstoni,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MOBULIDAE,Mobula,thurstoni,,,,"(Lloyd, 1908)",Endangered,A2bd+3d,3.1,Decreasing,Global
124708500,11130,Lachnolaimus maximus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Lachnolaimus,maximus,,,,"(Walbaum, 1792)",Vulnerable,A2bd,3.1,Decreasing,Global
125046717,22690819,Paraclaravis geoffroyi,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Paraclaravis,geoffroyi,,,,"(Temminck, 1811)",Critically Endangered,C2a(i),3.1,Decreasing,Global
125240998,158924,Fluminagrion taxaense,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Fluminagrion,taxaense,,,,"(Santos, 1965)",Critically Endangered,B1ab(iii),3.1,Unknown,Global
125706121,45470702,Psophia obscura,ANIMALIA,CHORDATA,GRUIFORMES,AVES,PSOPHIIDAE,Psophia,obscura,,,,"Pelzeln, 1857",Critically Endangered,A4cd; C2a(i),3.1,Decreasing,Global
126663305,45092131,Crax pinima,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Crax,pinima,,,,"Pelzeln, 1870",Critically Endangered,D,3.1,Decreasing,Global
126669349,198921,Mobula birostris,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MOBULIDAE,Mobula,birostris,,,,"(Walbaum, 1792)",Vulnerable,A2abd+3bd+4abd,3.1,Decreasing,Global
127207638,22700827,Calyptura cristata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Calyptura,cristata,,,,"(Vieillot, 1818)",Critically Endangered,"B1ab(i,ii,iii,v); C2a(i,ii); D",3.1,Decreasing,Global
128222975,22702393,Synallaxis kollari,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Synallaxis,kollari,,,,"Pelzeln, 1856",Critically Endangered,A3c,3.1,Decreasing,Global
128257225,22701686,Cercomacra carbonaria,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Cercomacra,carbonaria,,,,"Sclater & Salvin, 1873",Critically Endangered,A3c,3.1,Decreasing,Global
130393975,130393378,Squatina guggenheim,ANIMALIA,CHORDATA,SQUATINIFORMES,CHONDRICHTHYES,SQUATINIDAE,Squatina,guggenheim,,,,"Marini, 1936",Endangered,A2bd,3.1,Decreasing,Global
130482064,2475,Balaenoptera borealis,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BALAENOPTERIDAE,Balaenoptera,borealis,,,,"Lesson, 1828",Endangered,A1abd,3.1,Increasing,Global
130617765,22722293,Nemosia rourei,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Nemosia,rourei,,,,"Cabanis, 1870",Critically Endangered,C2a(ii); D,3.1,Decreasing,Global
130676616,103657434,Formicivora paludicola,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Formicivora,paludicola,,,,"Buzzetti, Belmonte-Lopes, Reinert, Silveira &amp; Bornschein, 2013",Critically Endangered,B2ab(iii),3.1,Unknown,Global
130696738,22701646,Terenura sicki,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Terenura,sicki,,,,"Teixeira & Gonzaga, 1983",Critically Endangered,C2a(i),3.1,Decreasing,Global
130774493,22728410,Antilophia bokermanni,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PIPRIDAE,Antilophia,bokermanni,,,,"Coelho & Silva, 1998",Critically Endangered,C2a(ii),3.1,Decreasing,Global
130827797,22703477,Merulaxis stresemanni,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHINOCRYPTIDAE,Merulaxis,stresemanni,,,,"Sick, 1960",Critically Endangered,"B1ab(i,ii,iii,v);C2a(i,ii);D",3.1,Decreasing,Global
131286087,22678280,Nothura minor,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Nothura,minor,,,,"(Spix, 1825)",Vulnerable,C2a(i),3.1,Decreasing,Global
131289667,22682186,Jacamaralcyon tridactyla,ANIMALIA,CHORDATA,PICIFORMES,AVES,GALBULIDAE,Jacamaralcyon,tridactyla,,,,"(Vieillot, 1817)",Vulnerable,D1,3.1,Decreasing,Global
131290691,22701272,Biatas nigropectus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Biatas,nigropectus,,,,"(Lafresnaye, 1850)",Vulnerable,C2a(i)b,3.1,Decreasing,Global
131318445,22701974,Geositta poeciloptera,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Geositta,poeciloptera,,,,"(Wied, 1830)",Vulnerable,A2c+3c+4c,3.1,Decreasing,Global
131322723,22699644,Platyrinchus leucoryphus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Platyrinchus,leucoryphus,,,,"Wied, 1831",Vulnerable,C2a(i),3.1,Decreasing,Global
131326693,22699659,Onychorhynchus swainsoni,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TITYRIDAE,Onychorhynchus,swainsoni,,,,"(Pelzeln, 1858)",Vulnerable,C2a(i); D1,3.1,Decreasing,Global
131330745,22731646,Celeus obrieni,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Celeus,obrieni,,,,"Short, 1973",Vulnerable,C2a(ii),3.1,Decreasing,Global
131358580,22736463,Phaethornis aethopygus,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Phaethornis,aethopygus,,,,"Zimmer, 1950",Vulnerable,A3ce+4ce,3.1,Decreasing,Global
131361562,22703531,Scytalopus novacapitalis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHINOCRYPTIDAE,Scytalopus,novacapitalis,,,,"Sick, 1958",Endangered,B2ab(iii),3.1,Decreasing,Global
131459482,22721737,Setophaga striata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Setophaga,striata,,,,"(Forster, 1772)",Near Threatened,A2ac+3c+4ac,3.1,Decreasing,Global
131549743,22698953,Hemitriccus mirandae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Hemitriccus,mirandae,,,,"(Snethlage, 1925)",Vulnerable,"B2ab(i,ii,iii,v)",3.1,Decreasing,Global
131792415,22686709,Chaetura pelagica,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,APODIDAE,Chaetura,pelagica,,,,"(Linnaeus, 1758)",Vulnerable,A2acd+3cd+4acd,3.1,Decreasing,Global
131888081,22721578,Gubernatrix cristata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Gubernatrix,cristata,,,,"Vieillot, 1817",Endangered,A2cd+3cd+4cd,3.1,Decreasing,Global
131937283,22695808,Buteogallus aequinoctialis,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteogallus,aequinoctialis,,,,"(Gmelin, 1788)",Near Threatened,A2bc+3bc+4bc,3.1,Decreasing,Global
132011675,22722089,Conirostrum bicolor,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Conirostrum,bicolor,,,,"(Vieillot, 1809)",Near Threatened,A3c,3.1,Decreasing,Global
132011943,22722093,Conirostrum margaritae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Conirostrum,margaritae,,,,"(Holt, 1931)",Vulnerable,A3c,3.1,Decreasing,Global
132019953,22722985,Dacnis nigripes,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Dacnis,nigripes,,,,"Pelzeln, 1856",Near Threatened,C1+2a(i),3.1,Decreasing,Global
132020897,22723039,Coryphaspiza melanotis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Coryphaspiza,melanotis,,,,"(Temminck, 1822)",Vulnerable,A2c+3c+4c,3.1,Decreasing,Global
132024601,22723843,Caryothraustes erythromelas,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CARDINALIDAE,Caryothraustes,erythromelas,,,,"(Gmelin, 1789)",Near Threatened,A3c,3.1,Unknown,Global
132029835,22724703,Guaruba guarouba,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Guaruba,guarouba,,,,"(Gmelin, 1788)",Vulnerable,A2cd+3cd+4cd; C2a(ii),3.1,Decreasing,Global
132049346,22678429,Pipile jacutinga,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Pipile,jacutinga,,,,"(Spix, 1825)",Endangered,A2cd+3cd+4cd,3.1,Decreasing,Global
132058374,22685593,Primolius couloni,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Primolius,couloni,,,,"(P.L. Sclater, 1876)",Vulnerable,C2a(ii),3.1,Decreasing,Global
132068236,22697365,Phoenicopterus chilensis,ANIMALIA,CHORDATA,PHOENICOPTERIFORMES,AVES,PHOENICOPTERIDAE,Phoenicopterus,chilensis,,,,"Molina, 1782",Near Threatened,A3cd,3.1,Decreasing,Global
132070491,22701795,Myrmoderus ruficauda,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Myrmoderus,ruficauda,,,,"(Wied, 1831)",Endangered,C2a(i),3.1,Decreasing,Global
132137806,22720368,Spinus yarrellii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Spinus,yarrellii,,,,"(Audubon, 1839)",Vulnerable,A2d,3.1,Decreasing,Global
132150099,22722117,Orchesticus abeillei,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Orchesticus,abeillei,,,,"(Lesson, 1839)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
132150544,22722126,Neothraupis fasciata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Neothraupis,fasciata,,,,"(Lichtenstein, 1823)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
132158824,22722890,Tangara peruviana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Tangara,peruviana,,,,"(Desmarest, 1806)",Vulnerable,A2c+3c+4c; C2a(i),3.1,Decreasing,Global
132162969,22723399,Sporophila frontalis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Sporophila,frontalis,,,,"(Verreaux, 1869)",Vulnerable,A2cd+3cd+4cd; C2a(i),3.1,Decreasing,Global
132163295,22723403,Sporophila falcirostris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Sporophila,falcirostris,,,,"(Temminck, 1820)",Vulnerable,A2cd+3cd+4cd; C2a(i),3.1,Decreasing,Global
132165511,22723484,Sporophila ruficollis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Sporophila,ruficollis,,,,"Cabanis, 1851",Near Threatened,A2cd+3cd+4cd,3.1,Decreasing,Global
132165838,22723495,Sporophila hypochroma,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Sporophila,hypochroma,,,,"Todd, 1915",Near Threatened,A2cd+3cd+4cd,3.1,Decreasing,Global
132171827,22723966,Porphyrospiza caerulescens,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Porphyrospiza,caerulescens,,,,"(Wied, 1830)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
132176387,22724659,Leptodon forbesi,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Leptodon,forbesi,,,,"(Swann, 1922)",Endangered,C2a(ii),3.1,Decreasing,Global
132181930,22733968,Pyrrhura griseipectus,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Pyrrhura,griseipectus,,,,"Salvadori, 1900",Endangered,"B1ab(i,iii)",3.1,Increasing,Global
132190673,103680766,Zimmerius chicomendesi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Zimmerius,chicomendesi,,,,"Whitney, Schunck, Rêgo &amp; Silveira, 2013",Near Threatened,B1b(i),3.1,Decreasing,Global
132285482,22693363,Calidris canutus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,canutus,,,,"(Linnaeus, 1758)",Near Threatened,A2abc+3bc+4abc,3.1,Decreasing,Global
132438484,132438298,Hydrobates leucorhous,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,HYDROBATIDAE,Hydrobates,leucorhous,,,,"(Vieillot, 1818)",Vulnerable,A2bce+3bce+4bce,3.1,Decreasing,Global
132538305,22694286,Larus atlanticus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Larus,atlanticus,,,,"Olrog, 1958",Near Threatened,B2b(iii),3.1,Stable,Global
132587992,22696668,Morus capensis,ANIMALIA,CHORDATA,SULIFORMES,AVES,SULIDAE,Morus,capensis,,,,"(Lichtenstein, 1823)",Endangered,A2acde+3cde+4acde,3.1,Decreasing,Global
132597828,22697728,Fregata aquila,ANIMALIA,CHORDATA,SULIFORMES,AVES,FREGATIDAE,Fregata,aquila,,,,"(Linnaeus, 1758)",Vulnerable,D2,3.1,Stable,Global
132602631,22697793,Eudyptes chrysolophus,ANIMALIA,CHORDATA,SPHENISCIFORMES,AVES,SPHENISCIDAE,Eudyptes,chrysolophus,,,,"(Brandt, 1837)",Vulnerable,A2bce+3bce+4bce,3.1,Decreasing,Global
132605485,22697822,Spheniscus magellanicus,ANIMALIA,CHORDATA,SPHENISCIFORMES,AVES,SPHENISCIDAE,Spheniscus,magellanicus,,,,"(Forster, 1781)",Near Threatened,A2bcde+3bcde+4bcde,3.1,Decreasing,Global
132618884,22698005,Pterodroma arminjoniana,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,arminjoniana,,,,"(Giglioli & Salvadori, 1869)",Vulnerable,D2,3.1,Stable,Global
132628887,22698140,Procellaria aequinoctialis,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Procellaria,aequinoctialis,,,,"Linnaeus, 1758",Vulnerable,A4bcde,3.1,Decreasing,Global
132630237,22698159,Procellaria cinerea,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Procellaria,cinerea,,,,"Gmelin, 1789",Near Threatened,A2cde+3cde+4cde,3.1,Decreasing,Global
132640680,22698305,Diomedea exulans,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Diomedea,exulans,,,,"Linnaeus, 1758",Vulnerable,A4bd,3.1,Decreasing,Global
132641187,22698314,Diomedea epomophora,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Diomedea,epomophora,,,,"Lesson, 1825",Vulnerable,D2,3.1,Stable,Global
132644834,22698398,Thalassarche chrysostoma,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Thalassarche,chrysostoma,,,,"(Forster, 1785)",Endangered,A4bd,3.1,Decreasing,Global
132645225,22698425,Thalassarche chlororhynchos,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Thalassarche,chlororhynchos,,,,"(Gmelin, 1789)",Endangered,A4bd; B2ab(v),3.1,Decreasing,Global
132645596,22698431,Phoebetria fusca,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Phoebetria,fusca,,,,"(Hilsenberg, 1822)",Endangered,A4bd,3.1,Decreasing,Global
132647449,22698448,Phoebetria palpebrata,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Phoebetria,palpebrata,,,,"(Forster, 1785)",Near Threatened,A4bd,3.1,Decreasing,Global
132656392,22728323,Diomedea sanfordi,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Diomedea,sanfordi,,,,"Murphy, 1917",Endangered,"A4bc; B2ab(iii,v)",3.1,Decreasing,Global
132657527,22728364,Diomedea dabbenena,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Diomedea,dabbenena,,,,"Mathews, 1929",Critically Endangered,A4ade,3.1,Decreasing,Global
132659002,22728437,Procellaria conspicillata,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Procellaria,conspicillata,,,,"Gould, 1844",Vulnerable,D2,3.1,Increasing,Global
132660464,22729421,Calonectris edwardsii,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Calonectris,edwardsii,,,,"(Oustalet, 1883)",Near Threatened,C1; D2,3.1,Decreasing,Global
132660845,22729604,Thalassarche cauta,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Thalassarche,cauta,,,,"(Gould, 1841)",Near Threatened,D2,3.1,Unknown,Global
132661314,22729609,Thalassarche steadi,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Thalassarche,steadi,,,,"Falla, 1933",Near Threatened,A4de,3.1,Decreasing,Global
132665941,22736135,Pterodroma deserta,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,deserta,,,,"Mathews, 1934",Vulnerable,D1+2,3.1,Stable,Global
136603219,63144,Bathyraja multispinis,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,ARHYNCHOBATIDAE,Bathyraja,multispinis,,,,"(Norman, 1937)",Near Threatened,,3.1,Unknown,Global
136638024,22678135,Tinamus tao,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Tinamus,tao,,,,"Temminck, 1815",Vulnerable,A3c,3.1,Decreasing,Global
136639334,22678139,Tinamus solitarius,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Tinamus,solitarius,,,,"(Vieillot, 1819)",Near Threatened,A2cd+3cd+4cd,3.1,Decreasing,Global
136647817,22678151,Tinamus guttatus,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Tinamus,guttatus,,,,"Pelzeln, 1863",Near Threatened,A3c,3.1,Decreasing,Global
137571297,22724488,Synallaxis cinerea,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Synallaxis,cinerea,,,,"Wied, 1831",Near Threatened,C2a(i),3.1,Decreasing,Global
137581714,22724407,Myrmotherula snowi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Myrmotherula,snowi,,,,"Teixeira & Gonzaga, 1985",Critically Endangered,"C2a(i,ii); D",3.1,Decreasing,Global
141364064,22685521,Anodorhynchus leari,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Anodorhynchus,leari,,,,"Bonaparte, 1856",Endangered,B2ab(iii),3.1,Increasing,Global
141788242,18584848,Pristis pristis,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,PRISTIDAE,Pristis,pristis,,,,"(Linnaeus, 1758)",Critically Endangered,A2cd,3.1,Decreasing,Global
141791261,18175,Pristis pectinata,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,PRISTIDAE,Pristis,pectinata,,,,"Latham, 1794",Critically Endangered,A2cd,3.1,Decreasing,Global
